Course Code,Course Name,Course Instructor,Parsed Course Name
2198-84136,Fa19-LST-141362-05-Special Topics,"Cruz, Adrian",Special Topics
2198-84137,Fa19-BIO-142920-15-Lab Meeting,"Mirkin, Sergei",Lab Meeting
2198-84138,Fa19-CERC-142600-02-Ceramics: Wheel Throwing,"Kim, Ji Eun",Ceramics: Wheel Throwing
2198-84139,Fa19-PAIC-142582-CE-Color Artists & Designers CE,"Rachins, Gerri",Color Artists & Designers CE
2198-84140,Fa19-ED-111925-05-Special Topics,"Gravel, Brian",Special Topics
2198-84141,Fa19-EM-111642-01-Quant Methods for Data-Driven,"Plotkin, Rebekah; Viola, Mary",Quant Methods for Data-Driven
2198-84142,Fa19-EM-111662-01-Developing Winning Projects,"Plotkin, Rebekah; Viola, Mary",Developing Winning Projects
2198-84143,Fa19-EM-111726-01-Project & Operations Man,"Plotkin, Rebekah; Viola, Mary",Project & Operations Man
2198-84144,Fa19-EM-111990-PT-Masters Continuation - PT,"Plotkin, Rebekah; Viola, Mary",Masters Continuation - PT
2198-84145,Fa19-ENG-110008-02-Writing Fiction:advanced,,Writing Fiction:advanced
2198-84146,Fa19-PAIC-142625-01-Color for Artists & Designers,"Rachins, Gerri",Color for Artists & Designers
2198-84147,Fa19-NUTC-128471-01-Foundations of Nutr Science,"McKay, Diane",Foundations of Nutr Science
2198-84148,Fa19-NUTC-139777-01-Principles Nutrition Science,"McKay, Diane",Principles Nutrition Science
2198-84149,Fa19-NUTC-128489-01-Malnutr Prevent & Response,"Boyd, Erin",Malnutr Prevent & Response
2198-84150,Fa19-NUTC-140094-01-Sustainability on the Farm,"Griffin, Timothy",Sustainability on the Farm
2198-84151,Fa19-NUTC-142517-01-Nutrition and Innovation,"Lyle, Barbara",Nutrition and Innovation
2198-84152,Fa19-CVS-144212-01-Tufts 1+4 Int - Social Change,"Talusan, Grace",Tufts 1+4 Int - Social Change
2198-84153,Fa19-NUTR-140905-01-Biostatistics I,"Rodday, Angie",Biostatistics I
2198-84154,Fa19-NUTR-140905-1L-Biostatistics I,"Rodday, Angie",Biostatistics I
2198-84155,Fa19-MCM-141632-1-GIS for Conservation Medicine,"Talmadge, Carolyn",GIS for Conservation Medicine
2198-84156,Fa19-MCM-134695-1-Field & Lab Techniques,"Beamer, Gillian; Da'darah, Akram; Robbins, Alison; Skelly, Patrick",Field & Lab Techniques
2198-84157,"Fa19-MCM-134669-1-Health, Disease & Environment","Beamer, Gillian; Rosenbaum, Marieke; Whittier, Christopher","Health, Disease & Environment"
2198-84158,Fa19-MCM-143799-1-Fundamentals of Biostatistics,,Fundamentals of Biostatistics
2198-84159,Fa19-MCM-134710-1-Journal Club,"Robbins, Alison; Whittier, Christopher",Journal Club
2198-84160,Fa19-MCM-134723-1-Case Study,"Robbins, Alison; Whittier, Christopher",Case Study
2198-84161,Fa19-HIST-139389-02-Readings in South Asian Hist,"Jalal, Ayesha",Readings in South Asian Hist
2198-84162,Fa19-COMP-141564-C-Internship In Computer Science,,Internship In Computer Science
2198-84163,Fa19-HIST-122091-02-Readings in American History,"Rice, James",Readings in American History
2198-84164,Fa19-SMFA-115002-01-Independent Study,"Murrow, Ethan",Independent Study
2198-84166,Fa19-MUS-129308-03-Special Studies:Tutorial,"McDonald, John",Special Studies:Tutorial
2198-84167,Fa19-SMFA-142307-04-Grad Group Critique,"Strom, Mary Ellen",Grad Group Critique
2198-84168,Fa19-LING-127549-01-Language & Mind,"Epstein, Brian",Language & Mind
2198-84170,Fa19-PHT-143779-01-Socially Engaged Art,"Moridpour, Neda",Socially Engaged Art
2198-84172,Fa19-GRA-142852-01-Socially Engaged Art,"Moridpour, Neda",Socially Engaged Art
2198-84173,Fa19-SPN-137187-F-Comp/Conv II,"Davis, Maria-Concepcion",Comp/Conv II
2198-84174,Fa19-CRBU-144218-01-Special Topics in Gastronomy,,Special Topics in Gastronomy
2198-84175,Fa19-APP-133789-1-Animals and Society I,"McCobb, Emily; Rutberg, Allen",Animals and Society I
2198-84176,Fa19-APP-139232-1-Animal Law,"Rutberg, Allen",Animal Law
2198-84177,Fa19-APP-139965-1-Wildlife in Captivity,"Rutberg, Allen",Wildlife in Captivity
2198-84178,Fa19-APP-139972-1-Introduction to Animal Welfare,"McCobb, Emily",Introduction to Animal Welfare
2198-84179,Fa19-APP-140490-1-Prin Anim Behav & Human Activ,"Dowling-Guyer, Seana",Prin Anim Behav & Human Activ
2198-84180,Fa19-APP-141551-1-Applied Animal Behavior,"Dowling-Guyer, Seana",Applied Animal Behavior
2198-84181,Fa19-CHEM-103529-03-Seminar In Chemistry,"Kumar, Krishna; Lin, Yu-Shan",Seminar In Chemistry
2198-84183,Fa19-PHT-143445-01-Special Topics,"Stark, Sandra",Special Topics
2198-84184,Fa19-CEE-109926-02-Special Topics,"Hooper, Richard",Special Topics
2198-84185,Fa19-DLS-142648-FT-Master's Continuation,,Master's Continuation
2198-84186,Fa19-DR-115596-01-Senior Honors Thesis A,"Grossman, Barbara",Senior Honors Thesis A
2198-84187,Fa19-CSHD-104587-15-Special Topics,"Gravel, Brian",Special Topics
2198-84188,Fa19-DLS-142645-01-Capstone Project,"Pinto, Silas",Capstone Project
2198-84189,Fa19-PAI-143982-03-Special Topics,"Brodell, Maria",Special Topics
2198-84190,Fa19-FNDC-144229-CE-Intro to Art as Process,"Hull, Louisa",Intro to Art as Process
2198-84191,Fa19-DRWC-144230-CE-Drawing the Fenway,"Wilson, Nathan",Drawing the Fenway
2198-84192,Fa19-SCP-144233-01-Narrative Projects,"Barsanti, Michael",Narrative Projects
2198-84193,Fa19-SCP-144234-01-Shaping the Body Politic,,Shaping the Body Politic
2198-84194,Fa19-DRWC-144232-CE-Portrait Drawing,"Carter, Patrick",Portrait Drawing
2198-84195,Fa19-AFR-139431-10-Special Topics,"Probst, Peter",Special Topics
2198-84196,Fa19-DRWC-144231-CE-Hands & Feet: Anatomical Draw.,"Wilson, Nathan",Hands & Feet: Anatomical Draw.
2198-84197,Fa19-MUS-125505-04-Special Topics,,Special Topics
2198-84198,Fa19-PHIL-139406-CVS-Intro to Civic Studies,,Intro to Civic Studies
2198-84199,Fa19-SPN-137782-CVS-Latin Amer Civilization,"Gerassi-Navarro, Nina",Latin Amer Civilization
2198-84200,Fa19-HIST-120980-CVS-Modern Chinese History,"Xu, Man",Modern Chinese History
2198-84201,Fa19-CVS-143354-CVS-Internship-Social Change,"Sinha, Jyoti",Internship-Social Change
2198-84202,Fa19-GRA-141974-01-Self-Publishing Artist's Book,"Zakari, Chantal",Self-Publishing Artist's Book
2198-84203,Fa19-DATA-144150-01-Foundations of Data Analytics,"Zabel, Jeffrey",Foundations of Data Analytics
2198-84204,Fa19-DR-115596-02-Senior Honors Thesis A,"Thomas, Sheriden",Senior Honors Thesis A
2198-84205,Fa19-ELS-111461-06-Special Topics,,Special Topics
2198-84206,Fa19-ELS-111461-07-Special Topics,,Special Topics
2198-84207,Fa19-HIST-122091-03-Readings in American History,"Ueda, Reed",Readings in American History
2198-84208,Fa19-EXP-117245-A-Experimental College,"Delpha, Madeleine",Experimental College
2198-84209,Fa19-EXP-117560-A-Experimental College,"Baldwin, Lillian; Reid, Katherine",Experimental College
2198-84210,Fa19-EXP-117560-B-Experimental College,"Acosta, Ana Sophia; Champion, Anna",Experimental College
2198-84211,Fa19-EXP-117560-C-Experimental College,"Soghaier, Layan; Surani, Saherish",Experimental College
2198-84212,Fa19-EXP-117560-D-Experimental College,"Booth, Ruby Belle",Experimental College
2198-84214,Fa19-EXP-117560-F-Experimental College,"Finnegan, Owen",Experimental College
2198-84215,Fa19-EXP-117560-G-Experimental College,"Gelber, Sophie; McEnery, Grace",Experimental College
2198-84216,Fa19-EXP-117560-H-Experimental College,"Panella, Christopher",Experimental College
2198-84217,Fa19-EXP-117560-J-Experimental College,"Hunter, Shale",Experimental College
2198-84218,Fa19-EXP-117560-K-Experimental College,,Experimental College
2198-84219,Fa19-EXP-117560-M-Experimental College,"Li, Nora",Experimental College
2198-84220,Fa19-EXP-117560-N-Experimental College,,Experimental College
2198-84221,Fa19-IR-143454-01-Ph.D. Reading & Research,,Ph.D. Reading & Research
2198-84222,Fa19-ELS-111461-08-Special Topics,,Special Topics
2198-84223,Fa19-DR-109611-05-Introduction To Acting,"Thomas, Sheriden",Introduction To Acting
2198-84224,Fa19-APP-140096-1-Community Cat Clinics,"McCobb, Emily",Community Cat Clinics
2198-84225,Fa19-APP-139484-1-Community Cat Clinics,"McCobb, Emily",Community Cat Clinics
2198-84226,Fa19-EXP-117560-P-Experimental College,"Bixler, Peter",Experimental College
2198-84227,Fa19-EXP-117560-Q-Experimental College,"Stern Pait, Rosa",Experimental College
2198-84228,Fa19-EXP-117560-R-Experimental College,"Rubinson, Francesca",Experimental College
2198-84229,Fa19-EXP-117560-S-Experimental College,"Hager, Connor",Experimental College
2198-84230,Fa19-EXP-117560-T-Experimental College,"Dall, Madison; Goldman, Shoshana",Experimental College
2198-84231,Fa19-EXP-117560-U-Experimental College,"Roth, Ivara",Experimental College
2198-84233,Fa19-EXP-117560-W-Experimental College,"Oliff, Madeline",Experimental College
2198-84234,Fa19-ENE-140795-01-Eng & Sci for Elementry Educat,"Portsmore, Merredith",Eng & Sci for Elementry Educat
2198-84235,Fa19-ENE-142505-01-Engineering & Lit Ele &Middle,"Milto, Elissa; Portsmore, Merredith",Engineering & Lit Ele &Middle
2198-84236,Fa19-ENE-140799-01-Teaching and Learning in En II,"Portsmore, Merredith",Teaching and Learning in En II
2198-84237,Fa19-ENE-140800-01-Eng & Sci for Middle & Highsch,"Portsmore, Merredith",Eng & Sci for Middle & Highsch
2198-84238,Fa19-MUS-144172-01-Music Recdg/Electronics,"Lehrman, Paul",Music Recdg/Electronics
2198-84243,Fa19-VET-136598-01-PBL I,"Priest, Kara",PBL I
2198-84244,Fa19-VET-136653-01-LA Husbandry Experience,"Philips, Lindsay",LA Husbandry Experience
2198-84245,Fa19-VET-135840-01-Clinical Skills I,"Ayres, Sandra; Bertrand, Stephanie; Borns-Weil, Stephanie; Brundage, Scott; Gately, Rachael; Gruntman, Alisha; Hernke, David; King, Erin; Lee-Parritz, David; Majoy, Sean; Miller, L; Perry, Charlotte; Stone, Michael; Tenney, Wade; Wilkinson, Julia; Wirsig-Embree, Victoria",Clinical Skills I
2198-84246,Fa19-VET-135647-01-Vet Biochemistry & Metabolism,"Schonhoff, Christopher",Vet Biochemistry & Metabolism
2198-84248,Fa19-VET-140018-01-Anatomy I,"Ayres, Sandra; Kudej, Raymond; Mann, Phyllis; Remillard, Kim; Vo, Xuan-Mai",Anatomy I
2198-84254,Fa19-VET-136008-01-Intro to Veterinary Nutrition,"Embree, I; Freeman, Lisa; Linder, Deborah",Intro to Veterinary Nutrition
2198-84255,Fa19-VET-136746-01-International Vet Medicine,"Embree, I; Nutter, Felicia",International Vet Medicine
2198-84256,Fa19-VET-140001-01-Organ System Struct & Func I,"Anwer, Mohammed; Ayres, Sandra; Bain, Perry; Byrnes, Elizabeth; Knoll, Joyce; Mann, Phyllis; Priest, Kara; Pumphrey, Stephanie; Robinson, Nicholas; Schonhoff, Christopher; Vassoler, Fair; Warner, Angeline",Organ System Struct & Func I
2198-84257,Fa19-ENG-116594-56-Expository Writing,,Expository Writing
2198-84258,Fa19-ENG-116594-57-Expository Writing,,Expository Writing
2198-84259,Fa19-VET-136857-01-Microbial Pathogenesis,"Beamer, Gillian; Da'darah, Akram; Martinot, Amanda; Philips, Lindsay; Rosenbaum, Marieke; Runstadler, Jonathan; Skelly, Patrick; Wayne, Ann; Widmer, Giovanni",Microbial Pathogenesis
2198-84260,Fa19-VET-136907-01-Veterinary Microbiology Lab,"Beamer, Gillian; Da'darah, Akram; Martinot, Amanda; Runstadler, Jonathan",Veterinary Microbiology Lab
2198-84261,Fa19-VET-136964-01-General Parasitology,"Almela, Ramon; Bain, Perry; Gately, Rachael; Murray, Maureen; Nutter, Felicia; Rosenbaum, Marieke; Telford III, Sam; Widmer, Giovanni; Wilkinson, Julia",General Parasitology
2198-84262,Fa19-VET-137206-01-Basic Pharmacology,"Anwer, Mohammed; Barber, Lisa; Fellman, Claire; Vassoler, Fair; Wetmore, Lois",Basic Pharmacology
2198-84263,Fa19-VET-137481-01-Respiratory Pathophysiology,"Bedenice, Daniela; Mazan, Melissa; Piedra-Mora, Cesar; Rozanski, Elizabeth; Sato, Amy; Warner, Angeline",Respiratory Pathophysiology
2198-84268,Fa19-VET-137278-01-Clinical Skills II,"Bertrand, Stephanie; Brundage, Scott; Embree, I; Gately, Rachael; King, Erin; Kowaleski, Michael; Kudej, Raymond; Majoy, Sean; Matsas, David; Miller, L; Phillips, James; Pizzirani, Stefano; Pumphrey, Stephanie; Rozanski, Elizabeth; Tenney, Wade; White, Eugene; Wilkinson, Julia; Wirsig-Embree, Victoria",Clinical Skills II
2198-84270,Fa19-VET-137571-01-Toxicology,"Babyak, Jonathan; Bedenice, Daniela; King, Ryan; Majoy, Sean; Mazan, Melissa; Rozanski, Elizabeth",Toxicology
2198-84271,Fa19-VET-137665-01-Law and Vet Medicine,"Smith-Blackmore, Martha",Law and Vet Medicine
2198-84273,Fa19-VET-130455-01-Urinary Pathophysiology,"Barber, Lisa; Knoll, Joyce; Labato, Mary; Stockman, Cheryl",Urinary Pathophysiology
2198-84276,Fa19-VET-138643-01-Second Year Clincial Rotations,"De Laforcade, Armelle",Second Year Clincial Rotations
2198-84277,Fa19-VET-131736-01-Emerging And Exotic Diseases,"Beamer, Gillian",Emerging And Exotic Diseases
2198-84278,Fa19-VET-131664-01-Second Year Clinical Rotations,"De Laforcade, Armelle",Second Year Clinical Rotations
2198-84280,Fa19-VET-137383-01-Clinical Veterinary Genetics,"Burgess, Kristine; Gruntman, Alisha; Lindell, Kevin; Robbins, Alison; Wetmore, Lois",Clinical Veterinary Genetics
2198-84281,Fa19-VET-131242-01-Endocrine Pathophysiology,"Bain, Perry; De Oliveira Conrado, Francisco; Robinson, Nicholas",Endocrine Pathophysiology
2198-84283,Fa19-VET-140137-01-Diagnostic Imaging,"King, Ryan; Sato, Amy; Solano, Mauricio",Diagnostic Imaging
2198-84287,Fa19-VET-137633-01-Applied Epidemiology,"Nutter, Felicia; South, Adam",Applied Epidemiology
2198-84289,Fa19-VET-131924-01-Small Animal Med & Surgery,"Barber, Lisa; Berg, Robert; De Laforcade, Armelle; Faissler, Dominik; Fellman, Claire; Freeman, Lisa; Karlin, Emily; Kudej, Raymond; Labato, Mary; Leveille-Webster, Cynthia; Linder, Deborah; McCarthy, Robert; Rozanski, Elizabeth; Rush, John; Stone, Michael; Wages, Orla",Small Animal Med & Surgery
2198-84290,Fa19-VET-131956-01-Theriogenology,"Ayres, Sandra; Gradil, Carlos; Lindell, Kevin; Matsas, David",Theriogenology
2198-84291,Fa19-VET-132016-01-Anesthesia & Analgesia,"Abelson, Amanda; Crawford, Amanda; Goldberg, Allison; Karas, Alicia; McCobb, Emily; Reader, Rebecca; Wetmore, Lois; Wheeler, Emily",Anesthesia & Analgesia
2198-84296,Fa19-VET-140054-01-Equine & Camelid Med & Sx,"Cunningham, Suzanne; Frank, Nicholas; Garcia-Lopez, Jose; Kirker-Head, Carl; Mazan, Melissa; Pollock, John; Wilkinson, Julia",Equine & Camelid Med & Sx
2198-84297,Fa19-VET-140053-01-Food Animal Med & Sx,"Embree, I; Fleck, Robyn; Gately, Rachael; Hernke, David; King, Erin; Lindell, Kevin; Philips, Lindsay; White, Eugene; Wilkinson, Julia",Food Animal Med & Sx
2198-84298,Fa19-VET-132483-01-Intro to SA Anesthesia & Surg,"Berg, Robert; Dalbeth, Brianna; Karlin, William; Kudej, Raymond; Paul, April",Intro to SA Anesthesia & Surg
2198-84299,Fa19-VET-132553-01-Zoological Medicine,"Graham, Jennifer; Lee-Parritz, David; Murray, Maureen; Tseng, Florina; Whittier, Christopher",Zoological Medicine
2198-84300,Fa19-VET-132582-01-Vet Economics & Practice,"De Laforcade, Armelle; McManus, Joseph; Nostrant, John; White, Eugene; Wolfus, Gregory",Vet Economics & Practice
2198-84302,Fa19-VET-133019-01-Diagnostic Ultrasonography,"Chope, Katherine; Penninck, Dominique; Tenney, Wade",Diagnostic Ultrasonography
2198-84309,Fa19-VET-138875-01-Clinical Reasoning,"Barber, Lisa; Berg, Robert; Fellman, Claire; Fitzgerald, Michele; Frank, Nicholas; Gately, Rachael; Graham, Jennifer; White, Eugene; Wood, Carrie",Clinical Reasoning
2198-84310,Fa19-VET-132509-01-Bovine Procedures Lab,"Embree, I; Gately, Rachael; Hernke, David; King, Erin; Matsas, David; Philips, Lindsay; White, Eugene; Wilkinson, Julia; Wirsig-Embree, Victoria",Bovine Procedures Lab
2198-84313,Fa19-VET-140911-01-Accelerated Clin Excellence II,"Babyak, Jonathan; De Laforcade, Armelle; Gruntman, Alisha; Handler, Scott; Karas, Alicia; Kudej, Raymond; Labato, Mary; Majoy, Sean; Paul, April; Pumphrey, Stephanie; Sharkey, Leslie; Wolfus, Gregory",Accelerated Clin Excellence II
2198-84314,Fa19-VET-132537-01-Clinical Dermatology,"Ferrer, Lluis; White, Eugene",Clinical Dermatology
2198-84315,Fa19-CHEM-100957-01RA-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-84316,Fa19-CHEM-100957-01RB-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-84317,Fa19-CHEM-100957-01RD-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-84318,Fa19-IR-140258-01-Reinstatement,,Reinstatement
2198-84319,Fa19-SMFA-115002-02-Independent Study,"Reiss, Kendall",Independent Study
2198-84320,Fa19-EN-140789-01LA-Applications in Engineering,,Applications in Engineering
2198-84321,Fa19-EN-140789-01LB-Applications in Engineering,,Applications in Engineering
2198-84322,Fa19-EN-140789-01LC-Applications in Engineering,,Applications in Engineering
2198-84323,Fa19-IR-129940-01-Exchange At HEID/Geneva,,Exchange At HEID/Geneva
2198-84324,Fa19-IR-130012-01-Exchange Prog: MBA-HEC,,Exchange Prog: MBA-HEC
2198-84325,Fa19-IR-143473-01-Exchange HSE,,Exchange HSE
2198-84326,Fa19-IR-130134-01-Exch Prog: Sciences Po,,Exch Prog: Sciences Po
2198-84327,Fa19-IR-130158-01-Exchange Prog-Tuck Sch,,Exchange Prog-Tuck Sch
2198-84328,Fa19-IR-144262-01-Exchange Program - Maxwell,,Exchange Program - Maxwell
2198-84329,Fa19-IR-144263-01-Exchange Program - MGIMO,,Exchange Program - MGIMO
2198-84330,Fa19-IR-143493-01-MATA Internship,,MATA Internship
2198-84331,Fa19-EE-113810-05-Special Topics,"ElMahgoub, Khaled",Special Topics
2198-84332,Fa19-VET-135911-01-Human-Animal Relationships,"Graham, Jennifer; King, Erin; Lee-Parritz, David; Mazan, Melissa; McCobb, Emily; Mueller, Megan; Rutberg, Allen; Sharkey, Leslie; Tseng, Florina; Wilkinson, Julia",Human-Animal Relationships
2198-84333,Fa19-COMP-144259-01-Sp Topics Software Development,"ElMahgoub, Khaled",Sp Topics Software Development
2198-84334,Fa19-DATA-144146-01-Intro to Python for Data Analy,,Intro to Python for Data Analy
2198-84336,Fa19-SCP-142770-01-Kinetic Sculpture,,Kinetic Sculpture
2198-84337,Fa19-ILO-123947-01-International Human Rights Law,"Hannum, Hurst",International Human Rights Law
2198-84338,Fa19-EIB-118287-01-Global Investment Management,"Schena, Patrick",Global Investment Management
2198-84339,Fa19-DHP-101451-01-Pol of Korean Peninsula,"Lee, Sung-Yoon",Pol of Korean Peninsula
2198-84340,Fa19-FMS-141047-02-Directed Study,"Woolf, Howard",Directed Study
2198-84341,Fa19-ENG-117287-05-Freshman Writing Seminar,,Freshman Writing Seminar
2198-84342,Fa19-ENG-117287-06-Freshman Writing Seminar,,Freshman Writing Seminar
2198-84343,Fa19-EC-144278-01-Doctoral Continuation Course,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Doctoral Continuation Course
2198-84343,Fa19-EC-144278-FT-Doctoral Continuation Course,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Doctoral Continuation Course
2198-84344,Fa19-EC-144279-01-Doctoral Continuation Course,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Doctoral Continuation Course
2198-84345,Fa19-BIO-142920-16-Lab Meeting,"Dopman, Erik",Lab Meeting
2198-84346,Fa19-BIO-105370-24-Selected Topics,"Ellmore, George; Mitropoulos, Alexander",Selected Topics
2198-84347,Fa19-BIO-105370-25-Selected Topics,"Ellmore, George",Selected Topics
2198-84348,Fa19-EC-110483-01-Doctoral Dissertation,"Bianconi, Marcelo; Brown, Drusilla; Chakravorty, Ujjayant; Downes, Thomas; Emerick, Kyle; Esposito, Federico; Finkelstein Shapiro, Alan; Forbes, Silke; Gee, Laura; Ioannides, Yannis; Kinnan, Cynthia; Kutsoati, Edward; McInerney, Melissa; McMillan, Margaret; Metcalf, Gilbert; Pepall, Lynne; Richards, Daniel; Setren, Elizabeth; Spolaore, Enrico; Storeygard, Adam; Zabel, Jeffrey",Doctoral Dissertation
2198-84349,Fa19-CHEM-103597-01-Special Topics,,Special Topics
2198-84350,Fa19-SPN-135644-FM-Tufts Abroad Program,"Sanchez-Casal, Susan",Tufts Abroad Program
2198-84351,Fa19-EM-142815-01-New Product Development,"Liggero, Samuel; Plotkin, Rebekah",New Product Development
2198-84352,Fa19-EM-142815-02-New Product Development,"Finn, Gavin; Plotkin, Rebekah",New Product Development
2198-84353,Fa19-EM-142815-03-New Product Development,"Liggero, Samuel; Plotkin, Rebekah",New Product Development
2198-84354,Fa19-EM-142816-01-Proj Mngmnt & Software Method,"Plotkin, Rebekah; Pochampally, Kishore",Proj Mngmnt & Software Method
2198-84355,Fa19-EM-142816-02-Proj Mngmnt & Software Method,"Plotkin, Rebekah; Pochampally, Kishore",Proj Mngmnt & Software Method
2198-84356,Fa19-EM-142816-03-Proj Mngmnt & Software Method,"Nash, James; Plotkin, Rebekah",Proj Mngmnt & Software Method
2198-84357,Fa19-EM-142817-01-Financial & Managerial Account,"Apeseche, Frank; Plotkin, Rebekah",Financial & Managerial Account
2198-84358,Fa19-EM-142817-02-Financial & Managerial Account,"Amaral, Alicia; Plotkin, Rebekah",Financial & Managerial Account
2198-84359,Fa19-EM-142817-03-Financial & Managerial Account,"Amaral, Alicia; Plotkin, Rebekah",Financial & Managerial Account
2198-84360,Fa19-EM-142818-01-Building Teams &Leading Teams,"Plotkin, Rebekah; Strayhorn, Louise",Building Teams &Leading Teams
