Course Code,Course Name,Course Instructor,Parsed Course Name
2198-82554,Fa19-PRTM-139845-01-Printmaking Without A Press,"Rosenberg, Rhoda",Printmaking Without A Press
2198-82555,Fa19-VISC-143978-01-Special Topics,"Gephart, Emily",Special Topics
2198-82556,Fa19-FMS-140791-01-Art of the Moving Image,"Turvey, Malcolm",Art of the Moving Image
2198-82557,Fa19-FMS-141045-01-Film and Media Production I,"Minik, Natalie",Film and Media Production I
2198-82558,Fa19-FMS-140791-RA-Art of the Moving Image,"Turvey, Malcolm",Art of the Moving Image
2198-82560,Fa19-FMS-140821-01-Senior Honors Thesis 1,"Burton, Jennifer",Senior Honors Thesis 1
2198-82561,Fa19-FMS-140821-02-Senior Honors Thesis 1,"Dobrow, Julie; Edelman, Lee; Jones, Khary; Miller, Neil; Oren, Tasha; Turvey, Malcolm; Woolf, Howard",Senior Honors Thesis 1
2198-82562,Fa19-FMS-141045-02-Film and Media Production I,"Schechter, Don",Film and Media Production I
2198-82563,Fa19-FMS-141313-01-Screenwriting I,"Jones, Khary",Screenwriting I
2198-82564,Fa19-FMS-141335-01-Russian Film,"Johnson, Vida",Russian Film
2198-82565,Fa19-FMS-140793-01-FMS Full Internship,"Goldberg, Leslie",FMS Full Internship
2198-82566,Fa19-FMS-141047-01-Directed Study,"Dobrow, Julie; Turvey, Malcolm",Directed Study
2198-82567,Fa19-FMS-141461-01-Sem Child & Mass Media,"Dobrow, Julie",Sem Child & Mass Media
2198-82569,Fa19-FMS-142211-01-Cinematic Cities,"Wasserman, Tina",Cinematic Cities
2198-82570,Fa19-FMS-142246-01-Costume Design,"Girard, Linda",Costume Design
2198-82571,Fa19-FMS-141484-01-Advanced Filmmaking,"Jones, Khary",Advanced Filmmaking
2198-82572,Fa19-FMS-141484-02-Advanced Filmmaking,"Burton, Jennifer",Advanced Filmmaking
2198-82573,Fa19-FMS-141810-01-Creative Writing: Journalism,"Miller, Neil",Creative Writing: Journalism
2198-82575,Fa19-FMS-141809-01-Intermediate Journalism,"Levinson, Nan",Intermediate Journalism
2198-82580,Fa19-FMS-142255-01-New Forms Screen Narrat,"Cantor, Alfred",New Forms Screen Narrat
2198-82581,Fa19-FMS-141334-01-Classics Of World Cinema,"Rosenberg, Joel",Classics Of World Cinema
2198-82583,Fa19-FMS-143221-01-Cultures of Computing,"Crano, Ricky",Cultures of Computing
2198-82584,Fa19-FMS-143223-01-Public Relations and Marketing,"Bambrick, Gail",Public Relations and Marketing
2198-82589,Fa19-FMS-141186-01-Children & Mass Media,"Dobrow, Julie",Children & Mass Media
2198-82590,Fa19-FMS-141354-01-Film Directing,"Burton, Jennifer",Film Directing
2198-82592,Fa19-FMS-143275-01-Composition for Film,"Roustom, Kareem",Composition for Film
2198-82595,Fa19-FMS-143259-01-Filmmaking Teaching Assistants,"Woolf, Howard",Filmmaking Teaching Assistants
2198-82602,Fa19-PHIL-133350-01-Epistemology,"Azzouni, Jody",Epistemology
2198-82603,Fa19-PHIL-131737-01-Knowing & Being,"Baz, Avner",Knowing & Being
2198-82604,Fa19-PHIL-132172-01-Philosophy & Film,"DeCaro, Mario",Philosophy & Film
2198-82605,Fa19-PHIL-132212-04-Special Topics,"DeCaro, Mario",Special Topics
2198-82608,Fa19-PHIL-135745-01-Seminars,"Denby, David",Seminars
2198-82609,Fa19-CSHD-143829-01-Phys & Mental Hlth in Childhod,"Fleary, Sasha",Phys & Mental Hlth in Childhod
2198-82610,Fa19-ARB-101808-01-Modern Arabic Literature,"Shraytekh, Alexandra",Modern Arabic Literature
2198-82611,Fa19-ED-143208-01-Apprch To 'Prob Behavior',"Scarlett, W",Apprch To 'Prob Behavior'
2198-82612,Fa19-ARB-102218-01-Directed Study,,Directed Study
2198-82613,Fa19-PHIL-130985-01-Language & Mind,"Epstein, Brian",Language & Mind
2198-82614,Fa19-ARB-102323-01-Directed Study,,Directed Study
2198-82615,Fa19-CEE-143858-01-Clean Energy Engineering,"Hines, Eric",Clean Energy Engineering
2198-82616,Fa19-EM-140784-01-New Product Innovation,"Oye, Kevin",New Product Innovation
2198-82617,Fa19-PHIL-131723-01-Rational Choice,"Forber, Patrick",Rational Choice
2198-82618,Fa19-PHIL-133309-01-Moral Psychology,"Forber, Patrick",Moral Psychology
2198-82620,Fa19-ARB-102757-01-Advanced Directed Study,,Advanced Directed Study
2198-82621,Fa19-ARB-102805-01-Advanced Directed Study,,Advanced Directed Study
2198-82622,Fa19-CSHD-104543-01-Independent Study,,Independent Study
2198-82623,Fa19-ARB-139015-01-Arabic Honors Thesis  A,,Arabic Honors Thesis  A
2198-82624,Fa19-OTS-129145-LC-Grp Theory&comm Practice,"Barnes, Mary",Grp Theory&comm Practice
2198-82625,Fa19-CEE-143429-01-Environmental Health Data-Lab,"Suh, Helen",Environmental Health Data-Lab
2198-82626,Fa19-PHIL-135745-02-Seminars,"Epstein, Brian",Seminars
2198-82627,Fa19-GRA-141949-01-Print Matters,"Ohsawa, Asuka",Print Matters
2198-82629,Fa19-GRA-141950-01-Book Arts: Chapter One,"Pelikan, Anne",Book Arts: Chapter One
2198-82630,Fa19-PHIL-136793-01-Special Topics,"McPherson, Lionel",Special Topics
2198-82631,"Fa19-GRA-141948-01-Remade, Recycled, Reconfigured","Ferguson, Jesseca","Remade, Recycled, Reconfigured"
2198-82632,Fa19-GRA-142202-01-ArtistÃ¢ÂÂs Books: In Depth,"Blacklow, Laura",ArtistÃ¢ÂÂs Books: In Depth
2198-82633,Fa19-GRA-143186-01-Directed Study,"Zakari, Chantal",Directed Study
2198-82634,Fa19-PHIL-132612-01-Semantics,"Ninan, Dilip",Semantics
2198-82635,Fa19-PHIL-136944-01-Graduate Writing Seminar,"Ninan, Dilip; Svavarsdottir, Sigrun",Graduate Writing Seminar
2198-82636,Fa19-PHIL-132212-01-Special Topics,"Olfert, Christiana; Rorty, Amelie",Special Topics
2198-82637,Fa19-CHNS-106339-01-New Chinese Cinema,"Zhong, Xueping",New Chinese Cinema
2198-82638,Fa19-CEE-109349-01-Geographical Info System,"Baise, Laurie",Geographical Info System
2198-82639,Fa19-CHNS-106400-01-Directed Study,,Directed Study
2198-82640,Fa19-PHIL-131690-01-Logic,"Russinoff, Susan",Logic
2198-82641,Fa19-PHIL-132212-02-Special Topics,"Russinoff, Susan",Special Topics
2198-82642,Fa19-CSHD-104899-01-Adv Intell Dev Yng Child,"Feldman, David",Adv Intell Dev Yng Child
2198-82643,Fa19-CHNS-106421-01-Directed Study,,Directed Study
2198-82644,Fa19-PHIL-132212-05-Special Topics,"Russinoff, Susan",Special Topics
2198-82645,Fa19-CEE-109349-LA-Geographical Info System,"Baise, Laurie",Geographical Info System
2198-82646,Fa19-PHIL-132572-01-Logic,"Smith, George",Logic
2198-82647,Fa19-PHIL-132212-03-Special Topics,"Smith, George",Special Topics
2198-82648,Fa19-PHIL-133616-01-Ancient Philosophy,"Strobino, Riccardo",Ancient Philosophy
2198-82649,Fa19-CEE-109370-01-Building Information Modeling,"Rice, Patrick",Building Information Modeling
2198-82650,Fa19-CEE-109370-LA-Building Information Modeling,"Rice, Patrick",Building Information Modeling
2198-82651,Fa19-PHIL-141426-01-Meta-ethics,"Svavarsdottir, Sigrun",Meta-ethics
2198-82653,Fa19-CHNS-107896-01-Advanced Directed Study,,Advanced Directed Study
2198-82654,Fa19-CHNS-107916-01-Advanced Directed Study,,Advanced Directed Study
2198-82655,Fa19-CHNS-108049-01-Senior Honors Thesis A,,Senior Honors Thesis A
2198-82656,Fa19-EM-140787-01-Financial Mngment in Tech Firm,"Apeseche, Frank",Financial Mngment in Tech Firm
2198-82657,Fa19-CEE-109751-01-Soil Properties Measure,"Germaine, John",Soil Properties Measure
2198-82658,Fa19-CEE-109751-LA-Soil Properties Measure,"Germaine, John",Soil Properties Measure
2198-82659,Fa19-CEE-109857-01-MasterÃ¢ÂÂs Seminar,"Germaine, John",MasterÃ¢ÂÂs Seminar
2198-82660,Fa19-PHIL-134287-01-Phenomen&existentialism,"White, Stephen",Phenomen&existentialism
2198-82661,Fa19-COMP-143347-01-Computer Science for All,"Guyer, Samuel",Computer Science for All
2198-82662,Fa19-SOC-136978-08-Internship,"Dias, Felipe",Internship
2198-82663,Fa19-SOC-134504-03-Independent Study,"Blume Oeur, Freeden",Independent Study
2198-82664,Fa19-SOC-134504-10-Independent Study,"Weinberg, Jill",Independent Study
2198-82665,Fa19-SOC-134757-10-Dir Research Sociology,"Weinberg, Jill",Dir Research Sociology
2198-82666,Fa19-SOC-134757-03-Dir Research Sociology,"Blume Oeur, Freeden",Dir Research Sociology
2198-82667,Fa19-DRW-143924-01-Special Topics,"Cruz, David",Special Topics
2198-82668,Fa19-PHIL-135745-03-Seminars,"McPherson, Lionel",Seminars
2198-82669,Fa19-PAI-143982-01-Special Topics,"McMillan, Karmimadeebora",Special Topics
2198-82670,Fa19-PAI-143982-02-Special Topics,"Jay, Daniel",Special Topics
2198-82671,Fa19-PJS-134386-01-Special Topics,"Garlick, Jonathan",Special Topics
2198-82673,Fa19-PJS-135183-01-Educ For Peace & Justice,"Donahue-Keegan, Deborah",Educ For Peace & Justice
2198-82674,Fa19-PJS-139684-01-Negot & Conflict Resol,"Burdick, Robert",Negot & Conflict Resol
2198-82675,Fa19-PJS-134386-02-Special Topics,"Garlick, Jonathan",Special Topics
2198-82676,Fa19-PJS-134635-01-Internship-Social Change,"Sklarwitz, Sherri",Internship-Social Change
2198-82679,Fa19-PJS-135097-P1-Special Topics,"Conley, Bridget",Special Topics
2198-82680,Fa19-LING-127595-01-Intro To Linguistics,"Goldberg, Ariel",Intro To Linguistics
2198-82681,Fa19-PHIL-136793-02-Special Topics,"McConnell, Jeffrey",Special Topics
2198-82682,Fa19-CSHD-104587-06-Special Topics,"Pott, Martha",Special Topics
2198-82683,Fa19-UEP-131543-01-Land Use Planning,"Witten, Jon",Land Use Planning
2198-82684,Fa19-UEP-131809-01-Housing Policy,"Greenstein, Rosalind",Housing Policy
2198-82685,Fa19-UEP-132030-01-Intro To Gis,"Srinivasan, Sumeeta",Intro To Gis
2198-82686,Fa19-UEP-132339-01-Foundations Of Publ Pol,"Goldman, Laurie; Racin, Liat",Foundations Of Publ Pol
2198-82687,"Fa19-UEP-132466-01-Cities Space,Place&time","Shakespeare, Rebecca; Witten, Jon","Cities Space,Place&time"
2198-82688,Fa19-UEP-132600-01-Quantitative Reasoning,"Shamsuddin, Shomon",Quantitative Reasoning
2198-82689,Fa19-UEP-132655-01-Program Evaluation,"Goldman, Laurie",Program Evaluation
2198-82690,Fa19-UEP-132918-01-Corp Managmnt Env Issues,"Rappaport, Ann",Corp Managmnt Env Issues
2198-82691,Fa19-UEP-133080-01-Community Econ Devel,"Barringer, Margaret",Community Econ Devel
2198-82692,Fa19-UEP-133431-01-Wtr Rescs/wtrshd Mgmt,"Horsley, Scott",Wtr Rescs/wtrshd Mgmt
2198-82693,Fa19-UEP-133776-01-Refl Public Pol Practice,"Loh, Penn",Refl Public Pol Practice
2198-82695,Fa19-UEP-137884-01-Housing Policy,"Greenstein, Rosalind",Housing Policy
2198-82696,Fa19-UEP-137924-01-Negot & Conflict Resol,"Burdick, Robert",Negot & Conflict Resol
2198-82697,Fa19-UEP-138413-01-Transportation Planning,"Chase, Mark",Transportation Planning
2198-82699,Fa19-UEP-139064-01-Green Urban Design,"Cousineau, Christine",Green Urban Design
2198-82700,Fa19-UEP-135153-04-Special Topics,"Krimsky, Sheldon",Special Topics
2198-82701,Fa19-UEP-134636-01-Directed Studies,"Agyeman, Julian; Davis, Mary; Goldman, Laurie; Hollander, Justin; Hoyt, Lorlene; Jiang, Shan; Krimsky, Sheldon; Loh, Penn; Rappaport, Ann; Shamsuddin, Shomon; Skrabut, Kristin; Srinivasan, Sumeeta; Witten, Jon",Directed Studies
2198-82702,Fa19-UEP-135210-01-Thesis,"Agyeman, Julian; Davis, Mary; Goldman, Laurie; Hollander, Justin; Hoyt, Lorlene; Jiang, Shan; Krimsky, Sheldon; Loh, Penn; Rappaport, Ann; Shamsuddin, Shomon; Skrabut, Kristin; Srinivasan, Sumeeta; Witten, Jon",Thesis
2198-82703,Fa19-UEP-135224-01-Thesis,"Agyeman, Julian; Davis, Mary; Goldman, Laurie; Hollander, Justin; Hoyt, Lorlene; Jiang, Shan; Krimsky, Sheldon; Loh, Penn; Rappaport, Ann; Shamsuddin, Shomon; Skrabut, Kristin; Srinivasan, Sumeeta; Witten, Jon",Thesis
2198-82704,Fa19-UEP-141035-01-Capstone Exam,"Agyeman, Julian; Davis, Mary; Goldman, Laurie; Hollander, Justin; Hoyt, Lorlene; Jiang, Shan; Krimsky, Sheldon; Loh, Penn; Rappaport, Ann; Shamsuddin, Shomon; Skrabut, Kristin; Srinivasan, Sumeeta; Witten, Jon",Capstone Exam
2198-82705,Fa19-UEP-135298-PT-Masters Degree Cont,,Masters Degree Cont
2198-82706,Fa19-UEP-135340-FT-Masters Degree Cont,,Masters Degree Cont
2198-82707,Fa19-UEP-135153-02-Special Topics,"Loh, Penn",Special Topics
2198-82708,Fa19-UEP-133735-01-Environmental Ethics,"Krimsky, Sheldon",Environmental Ethics
2198-82709,Fa19-UEP-131497-01-Urban Studies Capstone,"Davis, Mary",Urban Studies Capstone
2198-82710,Fa19-UEP-135354-TA-Grad Teaching Assistant,,Grad Teaching Assistant
2198-82711,Fa19-UEP-135368-RA-Grad Research Assistant,,Grad Research Assistant
2198-82712,Fa19-UEP-141266-01-Soc Just & Sustain,"Lopez, Russell",Soc Just & Sustain
2198-82713,Fa19-UEP-135153-LA-Special Topics,"Shamsuddin, Shomon",Special Topics
2198-82714,Fa19-UEP-135153-LB-Special Topics,"Shamsuddin, Shomon",Special Topics
2198-82715,Fa19-UEP-132600-02-Quantitative Reasoning,"Walker, Erica",Quantitative Reasoning
2198-82716,Fa19-UEP-131913-01-Fund Of Us Agriculture,"Blackstone, Nicole",Fund Of Us Agriculture
2198-82717,Fa19-UEP-141032-01-Internship,"Hollander, Justin",Internship
2198-82721,Fa19-UEP-140588-01-Food Justice,"Agyeman, Julian",Food Justice
2198-82724,Fa19-UEP-133335-01-Leadership & Org Dev,"Goldman, Laurie",Leadership & Org Dev
2198-82725,Fa19-UEP-135153-06-Special Topics,"Jiang, Shan",Special Topics
2198-82726,Fa19-UEP-135153-05-Special Topics,"Witten, Jon",Special Topics
2198-82727,Fa19-UEP-135153-07-Special Topics,"Skrabut, Kristin",Special Topics
2198-82729,Fa19-CSHD-104587-14-Special Topics,"Gebretensae, Hanna",Special Topics
2198-82730,Fa19-CEE-109049-RA-Foundation Engineering,"Jen, Lucy",Foundation Engineering
2198-82732,Fa19-UEP-135153-LC-Special Topics,"Jiang, Shan",Special Topics
2198-82733,Fa19-UEP-135153-LD-Special Topics,"Jiang, Shan",Special Topics
2198-82735,Fa19-CSHD-104566-01-Probs Resrch: Meth & Design,"Casey, Mary",Probs Resrch: Meth & Design
2198-82736,Fa19-CSHD-105276-01-Under Child Thru Film,"Gidney, Calvin",Under Child Thru Film
2198-82737,Fa19-UEP-141731-01-Advanced GIS,"Srinivasan, Sumeeta",Advanced GIS
2198-82738,Fa19-UEP-135153-09-Special Topics,"Loh, Penn",Special Topics
2198-82739,Fa19-DR-109397-01-Modern & Postmod Theatre,"Huang, Yizhou",Modern & Postmod Theatre
2198-82740,Fa19-DR-109538-02-Intro To Theatre,"Hurtado, Javier",Intro To Theatre
2198-82741,Fa19-DR-140720-01-First-Year Showcase,"O'Leary, Bridget",First-Year Showcase
2198-82742,Fa19-CLS-142157-01-From Aristophanes to South Par,"Rossi, Andreola",From Aristophanes to South Par
2198-82743,Fa19-DR-109809-01-Theater Technology,"Pizzuti, Jessica",Theater Technology
2198-82744,Fa19-DRWC-142602-01-Mxed Media Drw: Wrks on Paper,"Siegelman, Robert",Mxed Media Drw: Wrks on Paper
2198-82746,Fa19-CLS-141416-01-Sport/Entertain in Greece/Rome,"Harrington, James",Sport/Entertain in Greece/Rome
2198-82747,Fa19-DRWC-142217-CE-Mxed Media Drw: Wrks on Pap CE,"Siegelman, Robert",Mxed Media Drw: Wrks on Pap CE
2198-82748,Fa19-DR-111554-01-Screenwriting II,"Jones, Khary",Screenwriting II
2198-82750,Fa19-CLS-102360-01-The Rise Of The Greeks,"Hirsch, Steven",The Rise Of The Greeks
2198-82751,Fa19-DR-111786-62-Special Topics,"Lilienthal, Brian",Special Topics
2198-82752,Fa19-DR-111786-63-Special Topics,"Mengesha, Lilian",Special Topics
2198-82753,Fa19-DR-111786-64-Special Topics,"Pearson, Jessica",Special Topics
2198-82754,Fa19-DR-111786-65-Special Topics,"Hoke, Harry",Special Topics
2198-82755,Fa19-CLS-102643-01-Ancient Philosophy,"Strobino, Riccardo",Ancient Philosophy
2198-82756,Fa19-PHIL-132212-06-Special Topics,"Strobino, Riccardo",Special Topics
2198-82757,Fa19-DRWC-142603-01-Drw for Illust. & Fig. Art.,"Haynes, H.",Drw for Illust. & Fig. Art.
2198-82758,Fa19-DRWC-142554-CE-Drw for Illust. & Fig. Art. CE,"Haynes, H.",Drw for Illust. & Fig. Art. CE
2198-82759,Fa19-DRWC-142850-01-Anatomy for Life Drawing,"Wilson, Nathan",Anatomy for Life Drawing
2198-82760,Fa19-DRWC-142873-CE-Anatomy for Life Drawing CE,"Wilson, Nathan",Anatomy for Life Drawing CE
2198-82761,Fa19-DR-142007-01-Genocide Stage & Screen,"Grossman, Barbara",Genocide Stage & Screen
2198-82762,Fa19-PHT-142058-01-Intro to Digital Photography,"Mozman, Rachelle",Intro to Digital Photography
2198-82763,Fa19-PHT-142058-02-Intro to Digital Photography,"Simms, Jean",Intro to Digital Photography
2198-82764,Fa19-PHT-142063-01-The Photographic Book,"Burke, William",The Photographic Book
2198-82765,"Fa19-PHT-142059-01-Black, White, Grey: Analog Pht","Burke, William","Black, White, Grey: Analog Pht"
2198-82766,Fa19-DR-118504-01-Special Topics,"Mengesha, Lilian",Special Topics
2198-82767,Fa19-PHT-142062-01-Basic Lighting,"Stark, Sandra",Basic Lighting
2198-82768,Fa19-PHT-142867-01-Intermediate Photography,"Donohue, Bonnie",Intermediate Photography
2198-82770,"Fa19-ENG-118753-01-Heming, Fitz, Faulk","Takayoshi, Ichiro","Heming, Fitz, Faulk"
2198-82772,Fa19-ENG-119120-01-Perspectives Amer Poetry,"Takayoshi, Ichiro",Perspectives Amer Poetry
2198-82775,Fa19-PHT-143508-01-The Power of Feminist Art,"Moridpour, Neda",The Power of Feminist Art
2198-82776,Fa19-PHT-143278-01-Witness: Art and Action,"Donohue, Bonnie",Witness: Art and Action
2198-82777,Fa19-PHT-142060-01-Making a Picture,"Stark, Sandra",Making a Picture
2198-82778,Fa19-PHT-142061-01-Digital Prnting & Color Theory,"Mozman, Rachelle",Digital Prnting & Color Theory
2198-82779,Fa19-PHT-142153-01-Historic Photo-printing Method,"Blacklow, Laura",Historic Photo-printing Method
2198-82780,Fa19-PHT-142155-01-Media Arts Directed Study,"Mozman, Rachelle",Media Arts Directed Study
2198-82783,Fa19-PHIL-131622-01-Intro To Ethics,"Denby, David",Intro To Ethics
2198-82784,Fa19-PHIL-131622-1RA-Intro To Ethics,,Intro To Ethics
2198-82785,Fa19-PHIL-131622-1RB-Intro To Ethics,,Intro To Ethics
2198-82786,Fa19-PHIL-131622-02-Intro To Ethics,"Link Kim, Monica",Intro To Ethics
2198-82787,Fa19-CLS-141418-01-Sport/Entertain in Greece/Rome,"Harrington, James",Sport/Entertain in Greece/Rome
2198-82789,Fa19-SMFA-142185-01-Post Baccalaureate Seminar,"McMillan, Karmimadeebora",Post Baccalaureate Seminar
2198-82790,Fa19-SMFA-142186-01-Post Bac Consultations,"Freeman, Nan",Post Bac Consultations
2198-82791,Fa19-SMFA-142186-02-Post Bac Consultations,"McMillan, Karmimadeebora",Post Bac Consultations
2198-82792,Fa19-LAT-122671-02-Elementary Latin I,"Setnik, Susan",Elementary Latin I
2198-82793,Fa19-LAT-122772-01-Elementary Latin II,"Mahoney, Anne",Elementary Latin II
2198-82794,Fa19-DNC-107928-51-Special Topics,"Celichowska, Renata",Special Topics
2198-82795,Fa19-LAT-123673-01-Roman Drama,"Beaulieu, Marie-Claire",Roman Drama
2198-82796,Fa19-ENGS-115303-01-Expository Writing,"Alison, Cheryl",Expository Writing
2198-82797,Fa19-SKT-140716-01-Elementary Sanskrit 1,"Mahoney, Anne",Elementary Sanskrit 1
2198-82798,Fa19-ENGS-115303-02-Expository Writing,"Alison, Cheryl",Expository Writing
2198-82799,Fa19-ENGS-115303-03-Expository Writing,"Spellmire, Adam",Expository Writing
2198-82800,Fa19-FMS-141046-01-Making the Short Film,"Schechter, Don",Making the Short Film
2198-82801,"Fa19-ENGS-140275-01-Reading,Writing,Research","Spellmire, Adam","Reading,Writing,Research"
2198-82802,Fa19-ENG-112058-R-Hitchcock,"Edelman, Lee",Hitchcock
2198-82803,Fa19-GRK-127406-RA-Elem Ancient Greek I,"Crane, Gregory",Elem Ancient Greek I
2198-82804,Fa19-DRWC-142609-01-Mixed Media Projects,"Whitman, Hilda",Mixed Media Projects
2198-82805,Fa19-DRWC-142559-CE-Mixed Media Projects CE,"Whitman, Hilda",Mixed Media Projects CE
2198-82806,Fa19-CERC-142600-01-Ceramics: Wheel Throwing,"Kim, Ji Eun",Ceramics: Wheel Throwing
2198-82807,Fa19-CERC-141885-CE-Ceramics: Wheel Throwing CE,"Kim, Ji Eun",Ceramics: Wheel Throwing CE
2198-82808,Fa19-FLMC-142561-CE-Dig & Exp Animation Intro CE,,Dig & Exp Animation Intro CE
2198-82809,Fa19-FLMC-142610-01-Dig & Exper Animation Intro,,Dig & Exper Animation Intro
2198-82810,Fa19-FNDC-142641-01-Art as Process,"Hull, Louisa",Art as Process
2198-82811,Fa19-FNDC-142640-CE-Art as Process CE,"Hull, Louisa",Art as Process CE
2198-82812,Fa19-MUS-127302-01-Electronic Musical Inst Design,"Lehrman, Paul",Electronic Musical Inst Design
2198-82813,Fa19-MUS-122395-02-Intro to Theory & Musicianship,"McLaughlin, Michael",Intro to Theory & Musicianship
2198-82816,Fa19-EC-109500-02-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82826,Fa19-PHIL-131622-2RC-Intro To Ethics,,Intro To Ethics
2198-82827,Fa19-PHIL-131622-2RD-Intro To Ethics,,Intro To Ethics
2198-82828,Fa19-GER-119599-01-Directed Study,,Directed Study
2198-82829,Fa19-GER-119622-01-Directed Study,,Directed Study
2198-82830,Fa19-CHEM-102475-01-Biophysical Chemistry,"Lin, Yu-Shan",Biophysical Chemistry
2198-82831,Fa19-HIST-127937-55-Readings In European History,,Readings In European History
2198-82833,Fa19-HIST-120517-56-Rdngs Mid East/Cent Asian Hist,"Jalal, Ayesha",Rdngs Mid East/Cent Asian Hist
2198-82834,Fa19-HIST-121233-59-Readings In Lat Amer History,,Readings In Lat Amer History
2198-82836,Fa19-EC-112862-01-Applictns Econometrics,"Bianconi, Marcelo",Applictns Econometrics
2198-82837,Fa19-GRAC-142268-CE2-Graphic Design I CE,,Graphic Design I CE
2198-82838,Fa19-HIST-124864-01-Directed Grad Research,"Field, Kendra",Directed Grad Research
2198-82839,Fa19-GRAC-142613-01-Digital Type Founding,"Gibbons, Charles",Digital Type Founding
2198-82840,Fa19-GRAC-142576-CE-Digital Type Founding CE,"Gibbons, Charles",Digital Type Founding CE
2198-82841,Fa19-FMS-143359-01-FMS Internship,"Goldberg, Leslie",FMS Internship
2198-82842,Fa19-HIST-122091-61-Readings in American History,,Readings in American History
2198-82843,Fa19-EC-115609-01-Quantitat Int'l Finance,"Turner, Sergio",Quantitat Int'l Finance
2198-82844,Fa19-GRAC-142270-01-Design Fundamentals,"Dacey, Kevin",Design Fundamentals
2198-82845,Fa19-EC-142162-01-Advertising and Imperfect Comp,"Pepall, Lynne",Advertising and Imperfect Comp
2198-82846,Fa19-GRAC-142875-CE-Design Fundamentals CE,"Dacey, Kevin",Design Fundamentals CE
2198-82847,Fa19-MUS-122093-01-Studies in Music 1900-Present,"Lehman, Frank",Studies in Music 1900-Present
2198-82848,Fa19-FMS-140791-RB-Art of the Moving Image,"Turvey, Malcolm",Art of the Moving Image
2198-82849,Fa19-MUS-126985-01-Computer Tools for Musicians,"Lefkowitz, David; Lehrman, Paul",Computer Tools for Musicians
2198-82850,Fa19-GRAC-142614-01-Illustration I,"Lang, Glenna",Illustration I
2198-82851,Fa19-CH-143620-01-App Qual Research Methods,"Tendulkar, Shalini",App Qual Research Methods
2198-82852,Fa19-GRAC-142577-CE-Illustration I CE,"Lang, Glenna",Illustration I CE
2198-82853,Fa19-GRAC-142617-01-Adobe Illustrator: Intro,"Dacey, Kevin",Adobe Illustrator: Intro
2198-82854,Fa19-GRAC-142563-CE-Adobe Illustrator: Intro CE,"Dacey, Kevin",Adobe Illustrator: Intro CE
2198-82855,Fa19-GRAC-143309-CE-Digital Approaches Illustr. CE,"Saevarsson, Erling",Digital Approaches Illustr. CE
2198-82856,Fa19-GRAC-143310-01-Digital Approaches to Illust.,"Saevarsson, Erling",Digital Approaches to Illust.
2198-82857,Fa19-GRAC-142621-01-Photoshop: Introduction,"Dacey, Kevin",Photoshop: Introduction
2198-82858,Fa19-EC-109500-2RA-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82859,Fa19-EC-109500-2RB-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82860,Fa19-EC-109500-2RC-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82861,Fa19-EC-109500-2RD-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82862,Fa19-EC-109500-2RE-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82863,Fa19-EC-109500-2RF-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82864,Fa19-EC-109500-2RG-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82865,Fa19-EC-109500-2RH-Principles Economics,"Kimelman, Nancy",Principles Economics
2198-82866,Fa19-CH-101378-03-Special Topics/comm Hlth,"Linder, Deborah",Special Topics/comm Hlth
2198-82868,"Fa19-CH-143395-01-Substance Use, Addiction, Poli","Acevedo, Andrea","Substance Use, Addiction, Poli"
2198-82869,Fa19-CH-102822-01-Sem:intr'natl Health Pol,"Taylor, Rosemary",Sem:intr'natl Health Pol
2198-82870,Fa19-CH-102907-01-Special Topics,"Allen, Jennifer",Special Topics
2198-82871,Fa19-GRAC-142575-CE-Photoshop: Introduction CE,"Dacey, Kevin",Photoshop: Introduction CE
2198-82872,Fa19-GRAC-142623-01-Visualizing Information,"Gibbons, Charles",Visualizing Information
2198-82873,Fa19-GRAC-142274-CE-Visualizing Information CE,"Gibbons, Charles",Visualizing Information CE
2198-82874,Fa19-GER-123117-01-Advanced Directed Study,,Advanced Directed Study
2198-82875,Fa19-GER-123138-01-Advanced Directed Study,,Advanced Directed Study
2198-82876,Fa19-GRAC-143313-01-Publication Design,"Gibbons, Charles",Publication Design
2198-82877,Fa19-GRAC-143312-CE-Publication Design CE,"Gibbons, Charles",Publication Design CE
2198-82878,Fa19-HEB-126449-01-Directed Study,,Directed Study
2198-82879,Fa19-HEB-126470-01-Directed Study,,Directed Study
2198-82880,Fa19-HEB-126800-01-Advanced Directed Study,,Advanced Directed Study
2198-82881,Fa19-HEB-126762-01-Advanced Directed Study,,Advanced Directed Study
2198-82882,Fa19-MUS-125505-02-Special Topics,"Campana, Alessandra",Special Topics
2198-82883,Fa19-EN-140789-12-Applications in Engineering,"Baise, Laurie",Applications in Engineering
2198-82884,Fa19-HIST-130088-02-Colonial Latin America,"Corbett, Barbara",Colonial Latin America
2198-82885,Fa19-HIST-120958-10-History of Pre-Modern China,"Xu, Man",History of Pre-Modern China
